time_s,body_x_m,o1,o2,support_legs
26.550000,6.572817,0.528755,-0.747472,3.000000
26.600000,6.591239,0.193806,-0.825539,3.000000
26.650000,6.614847,-0.235439,-0.791692,3.000000
26.700000,6.635939,-0.618928,-0.660449,3.000000
26.750000,6.645885,-0.799765,-0.399567,3.000000
26.800000,6.647093,-0.821732,-0.015492,3.000000
26.850000,6.647093,-0.748996,0.419032,3.000000
26.900000,6.657226,-0.564775,0.723063,3.000000
26.950000,6.674701,-0.247037,0.822908,3.000000
27.000000,6.697877,0.174341,0.801563,3.000000
27.050000,6.720000,0.576583,0.685657,3.000000
27.100000,6.731555,0.786674,0.443505,3.000000
27.150000,6.733652,0.824800,0.074193,3.000000
27.200000,6.733652,0.764704,-0.362307,3.000000
27.250000,6.742812,0.598162,-0.694458,3.000000
27.300000,6.759311,0.298172,-0.818136,3.000000
27.350000,6.781931,-0.113098,-0.809748,3.000000
27.400000,6.804866,-0.530088,-0.708380,3.000000
27.450000,6.818077,-0.770301,-0.484980,3.000000
27.500000,6.821150,-0.826165,-0.131374,3.000000
27.550000,6.821150,-0.778432,0.303505,3.000000
27.600000,6.829374,-0.628903,0.661483,3.000000
27.650000,6.844873,-0.347100,0.810997,3.000000
27.700000,6.866836,0.052226,0.816294,3.000000
27.750000,6.890352,0.479791,0.728727,3.000000
27.800000,6.905232,0.750324,0.523924,3.000000
27.850000,6.909379,0.825732,0.186802,3.000000
27.900000,6.909379,0.790294,-0.243271,3.000000
27.950000,6.916709,0.657016,-0.624070,3.000000
28.000000,6.931190,0.393730,-0.801230,3.000000
28.050000,6.952414,0.007833,-0.821216,3.000000
28.100000,6.976284,-0.426157,-0.746822,3.000000
28.150000,6.992799,-0.726439,-0.560281,3.000000
28.200000,6.998130,-0.823363,-0.240294,3.000000
28.250000,6.998130,-0.800387,0.182233,3.000000
28.300000,7.004611,-0.682550,0.582277,3.000000
28.350000,7.018062,-0.437980,0.788538,3.000000
28.400000,7.038482,-0.066709,0.824498,3.000000
28.450000,7.062487,0.369746,0.762794,3.000000
28.500000,7.080563,0.698386,0.594009,3.000000
28.550000,7.087190,0.818878,0.291706,3.000000
28.600000,7.087190,0.808786,-0.120978,3.000000
28.650000,7.092866,0.705588,-0.536300,3.000000
28.700000,7.105285,0.479777,-0.772606,3.000000
28.750000,7.124847,0.124100,-0.826088,3.000000
28.800000,7.148788,-0.311175,-0.776771,3.000000
28.850000,7.168302,-0.665980,-0.625091,3.000000
28.900000,7.176336,-0.812059,-0.340924,3.000000
28.950000,7.176336,-0.815542,0.060032,3.000000
29.000000,7.181248,-0.726234,0.486469,3.000000
29.050000,7.192643,-0.519051,0.753111,3.000000
29.100000,7.211304,-0.179766,0.825893,3.000000
29.150000,7.235001,0.251089,0.788867,3.000000
29.200000,7.255794,0.629139,0.653540,3.000000
29.250000,7.265337,0.802646,0.387854,3.000000
29.300000,7.266328,0.820673,0.000155,3.000000
29.350000,7.266328,0.744612,-0.433236,3.000000
29.400000,7.276716,0.555744,-0.729745,3.000000
29.450000,7.294438,0.233516,-0.823782,3.000000
29.500000,7.317738,-0.190121,-0.799183,3.000000
29.550000,7.339616,-0.587902,-0.679403,3.000000
29.600000,7.350751,-0.790348,-0.432415,3.000000
29.650000,7.352611,-0.824169,-0.059201,3.000000
29.700000,7.352611,-0.760851,0.377148,3.000000
29.750000,7.362018,-0.589812,0.702242,3.000000
29.800000,7.378772,-0.285203,0.819582,3.000000
29.850000,7.401545,0.128864,0.807797,3.000000
29.900000,7.424292,0.542449,0.702756,3.000000
29.950000,7.437075,0.774852,0.474532,3.000000
30.000000,7.439887,0.825981,0.116798,3.000000
30.050000,7.439887,0.775078,-0.318820,3.000000
30.100000,7.448348,0.621234,-0.670404,3.000000
30.150000,7.464107,0.334709,-0.813077,3.000000
30.200000,7.486248,-0.067850,-0.814763,3.000000
30.250000,7.509636,-0.493091,-0.723704,3.000000
30.300000,7.524087,-0.755834,-0.514135,3.000000
30.350000,7.527947,-0.826023,-0.172698,3.000000
30.400000,7.527947,-0.787410,0.258894,3.000000
30.450000,7.535504,-0.650021,0.634134,3.000000
30.500000,7.550248,-0.381939,0.804014,3.000000
30.550000,7.571670,0.007543,0.820103,3.000000
30.600000,7.595469,0.440267,0.742367,3.000000
30.650000,7.611569,0.732983,0.551163,3.000000
30.700000,7.616584,0.824168,0.226704,3.000000
30.750000,7.616584,0.797951,-0.198005,3.000000
30.800000,7.623280,0.676213,-0.593457,3.000000
30.850000,7.636997,0.426810,-0.792106,3.000000
30.900000,7.657630,0.051669,-0.823812,3.000000
30.950000,7.681620,-0.384514,-0.758874,3.000000
31.000000,7.699303,-0.706025,-0.585571,3.000000
31.050000,7.705585,-0.820248,-0.278663,3.000000
31.100000,7.705585,-0.806781,0.136753,3.000000
31.150000,7.711464,-0.699885,0.548532,3.000000
31.200000,7.724149,-0.469245,0.777039,3.000000
31.250000,7.743937,-0.109468,0.825845,3.000000
31.300000,7.767912,0.326439,0.773353,3.000000
31.350000,7.787069,0.674754,0.617334,3.000000
31.400000,7.794731,0.814053,0.328456,3.000000
31.450000,7.794731,0.813957,-0.075681,3.000000
31.500000,7.799836,0.721136,-0.499655,3.000000
31.550000,7.811494,0.509175,-0.758493,3.000000
31.600000,7.830391,0.165598,-0.826121,3.000000
31.650000,7.854166,-0.266682,-0.785924,3.000000
31.700000,7.874647,-0.639057,-0.646459,3.000000
31.750000,7.883792,-0.805335,-0.375985,3.000000
31.800000,7.883792,-0.819506,0.015259,3.000000
31.850000,7.888160,-0.740086,0.447249,3.000000
31.900000,7.898805,-0.546538,0.736152,3.000000
31.950000,7.916773,-0.219857,0.824519,3.000000
32.000000,7.940188,0.205882,0.796690,3.000000
32.050000,7.961806,0.598941,0.672982,3.000000
32.100000,7.972524,0.793810,0.421164,3.000000
32.150000,7.974153,0.823427,0.044113,3.000000
32.200000,7.974153,0.756864,-0.391841,3.000000
32.250000,7.983810,0.581286,-0.709737,3.000000
32.300000,8.000816,0.272088,-0.820876,3.000000
32.350000,8.023736,-0.144645,-0.805737,3.000000
32.400000,8.046281,-0.554549,-0.696973,3.000000
32.450000,8.058635,-0.779169,-0.463917,3.000000
32.500000,8.061193,-0.825679,-0.102110,3.000000
32.550000,8.061193,-0.771597,0.334029,3.000000
32.600000,8.069894,-0.613390,0.679030,3.000000
32.650000,8.085912,-0.322166,0.814987,3.000000
32.700000,8.108225,0.083522,0.813124,3.000000
32.750000,8.131470,0.506161,0.718530,3.000000
32.800000,8.145491,0.761089,0.504174,3.000000
32.850000,8.149071,0.826187,0.158468,3.000000
32.900000,8.149071,0.784407,-0.274453,3.000000
32.950000,8.156857,0.642854,-0.643905,3.000000
33.000000,8.171864,0.369991,-0.806610,3.000000
33.050000,8.193478,-0.022993,-0.818882,3.000000
33.100000,8.217194,-0.454182,-0.737769,3.000000
33.150000,8.232873,-0.739254,-0.541870,3.000000
33.200000,8.237580,-0.824836,-0.212978,3.000000
33.250000,8.237580,-0.795401,0.213752,3.000000
33.300000,8.244493,-0.669708,0.604354,3.000000
33.350000,8.258475,-0.415477,0.795463,3.000000
33.400000,8.279317,-0.036535,0.823014,3.000000
33.450000,8.303279,0.399128,0.754820,3.000000
33.500000,8.320562,0.713378,0.576957,3.000000
33.550000,8.326507,0.821466,0.265477,3.000000
33.600000,8.326507,0.804665,-0.152540,3.000000
33.650000,8.332593,0.694021,-0.560500,3.000000
33.700000,8.345544,0.458547,-0.781242,3.000000
33.750000,8.365554,0.094725,-0.825485,3.000000
33.800000,8.389551,-0.341590,-0.769809,3.000000
33.850000,8.408342,-0.683233,-0.609403,3.000000
33.900000,8.415637,-0.815880,-0.315839,3.000000
33.950000,8.415637,-0.812264,0.091373,3.000000
34.000000,8.420938,-0.715885,0.512606,3.000000
34.050000,8.432860,-0.499129,0.763623,3.000000
34.100000,8.451990,-0.151306,0.826224,3.000000
34.150000,8.475833,0.282205,0.782861,3.000000
34.200000,8.495989,0.648680,0.639205,3.000000
34.250000,8.504743,0.807838,0.363959,3.000000
34.300000,8.504743,0.818231,-0.030743,3.000000
34.350000,8.509298,0.735416,-0.461063,3.000000
34.400000,8.520202,0.537159,-0.742288,3.000000
34.450000,8.538412,0.206064,-0.825119,3.000000
34.500000,8.561934,-0.221614,-0.794083,3.000000
34.550000,8.583279,-0.609695,-0.666393,3.000000
34.600000,8.593584,-0.797065,-0.409751,3.000000
34.650000,8.594987,-0.822574,-0.028934,3.000000
34.700000,8.594987,-0.752741,0.406373,3.000000
34.750000,8.604896,-0.572584,0.716947,3.000000
34.800000,8.622152,-0.258831,0.822020,3.000000
34.850000,8.645212,0.160435,0.803566,3.000000
34.900000,8.667539,0.566384,0.691028,3.000000
34.950000,8.679467,0.783258,0.453136,3.000000
35.000000,8.681777,0.825262,0.087313,3.000000
35.050000,8.681777,0.767989,-0.349121,3.000000
35.100000,8.690721,0.605371,-0.687362,3.000000
35.150000,8.706996,0.309474,-0.816732,3.000000
35.200000,8.729475,-0.099234,-0.811377,3.000000
35.250000,8.752561,-0.518991,-0.713202,3.000000
35.300000,8.766152,-0.766095,-0.494043,3.000000
35.350000,8.769459,-0.826229,-0.144114,3.000000
35.400000,8.769459,-0.781284,0.289937,3.000000
35.450000,8.777477,-0.635513,0.653381,3.000000
35.500000,8.792746,-0.357888,0.809021,3.000000
35.550000,8.814548,0.038509,0.817554,3.000000
35.600000,8.838164,0.467892,0.733026,3.000000
35.650000,8.853419,0.745256,0.532404,3.000000
35.700000,8.857825,0.825370,0.199118,3.000000
35.750000,8.857825,0.792737,-0.229467,3.000000
35.800000,8.864959,0.663035,-0.614965,3.000000
35.850000,8.879207,0.403984,-0.798617,3.000000
35.900000,8.900254,0.021311,-0.822106,3.000000
35.950000,8.924173,-0.413576,-0.750628,3.000000
36.000000,8.941050,-0.720446,-0.568167,3.000000
36.050000,8.946665,-0.822538,-0.252149,3.000000
36.100000,8.946665,-0.802440,0.168330,3.000000
36.150000,8.952960,-0.687994,0.572200,3.000000
36.200000,8.966177,-0.447684,0.785218,3.000000
36.250000,8.986407,-0.079874,0.825010,3.000000
36.300000,9.010414,0.356619,0.766137,3.000000
36.350000,9.028828,0.691418,0.601295,3.000000
36.400000,9.035765,0.817544,0.303072,3.000000
36.450000,9.035765,0.810463,-0.107102,3.000000
36.500000,9.041264,0.710479,-0.525315,3.000000
36.550000,9.053450,0.488914,-0.768506,3.000000
36.600000,9.072811,0.136893,-0.826204,3.000000
36.650000,9.096711,-0.297648,-0.779677,3.000000
36.700000,9.116530,-0.658009,-0.631777,3.000000
36.750000,9.124899,-0.810160,-0.351778,3.000000
36.800000,9.124899,-0.816849,0.046291,3.000000
36.850000,9.129642,-0.730600,0.474668,3.000000
36.900000,9.140807,-0.527607,0.748158,3.000000
36.950000,9.159258,-0.192138,0.825588,3.000000
37.000000,9.182877,0.237308,0.791361,3.000000
37.050000,9.203934,0.620161,0.659634,3.000000
37.100000,9.213832,0.800119,0.398178,3.000000
37.150000,9.215014,0.821611,0.013668,3.000000
37.200000,9.215014,0.748481,-0.420736,3.000000
37.250000,9.225177,0.563707,-0.723875,3.000000
37.300000,9.242682,0.245432,-0.823020,3.000000
37.350000,9.265873,-0.176224,-0.801285,3.000000
37.400000,9.287968,-0.577947,-0.684920,3.000000
37.450000,9.299472,-0.787124,-0.442191,3.000000
37.500000,9.301541,-0.824730,-0.072410,3.000000
37.550000,9.301541,-0.764252,0.364084,3.000000
37.600000,9.310730,-0.597175,0.695402,3.000000
37.650000,9.327260,-0.296633,0.818316,3.000000
37.700000,9.349898,0.114977,0.809521,3.000000
37.750000,9.372811,0.531575,0.707717,3.000000
37.800000,9.385972,0.770856,0.483743,3.000000
37.850000,9.389013,0.826150,0.129642,3.000000
37.900000,9.389013,0.778039,-0.305337,3.000000
37.950000,9.397265,0.627998,-0.662562,3.000000
38.000000,9.412795,0.345631,-0.811255,3.000000
38.050000,9.434780,-0.054086,-0.816117,3.000000
38.100000,9.458281,-0.481389,-0.728136,3.000000
38.150000,9.473110,-0.750995,-0.522766,3.000000
38.200000,9.477222,-0.825773,-0.185127,3.000000
38.250000,9.477222,-0.789956,0.245137,3.000000
38.300000,9.484580,-0.656191,0.625286,3.000000
38.350000,9.499092,-0.392332,0.801572,3.000000
38.400000,9.520340,-0.006004,0.821089,3.000000
38.450000,9.544202,0.427850,0.746298,3.000000
38.500000,9.560668,0.727234,0.559203,3.000000
38.550000,9.565961,0.823466,0.238680,3.000000
38.600000,9.565961,0.800102,-0.184115,3.000000
38.650000,9.572467,0.681803,-0.583625,3.000000
38.700000,9.585950,0.436657,-0.788975,3.000000
38.750000,9.606396,0.064921,-0.824422,3.000000
38.800000,9.630400,-0.371514,-0.762334,3.000000
38.850000,9.648428,-0.699312,-0.593012,3.000000
38.900000,9.655014,-0.819050,-0.290158,3.000000
38.950000,9.655014,-0.808553,0.122859,3.000000
39.000000,9.660714,-0.704916,0.537772,3.000000
39.050000,9.673165,-0.478530,0.773147,3.000000
39.100000,9.692755,-0.122361,0.826065,3.000000
39.150000,9.716699,0.313001,0.776370,3.000000
39.200000,9.736172,0.667042,0.624175,3.000000
39.250000,9.744161,0.812306,0.339445,3.000000
39.300000,9.744161,0.815358,-0.061895,3.000000
39.350000,9.749096,0.725634,-0.488054,3.000000
39.400000,9.760522,0.517882,-0.753766,3.000000
39.450000,9.779211,0.178083,-0.825927,3.000000
39.500000,9.802918,-0.252952,-0.788522,3.000000
39.550000,9.823674,-0.630337,-0.652705,3.000000
39.600000,9.833170,-0.802977,-0.386447,3.000000
39.650000,9.833170,-0.820540,0.001680,3.000000
39.700000,9.837375,-0.744080,0.434917,3.000000
39.750000,9.847793,-0.554655,0.730524,3.000000
39.800000,9.865545,-0.231894,0.823877,3.000000
39.850000,9.888859,0.192002,0.798892,3.000000
39.900000,9.910707,0.589234,0.678646,3.000000
39.950000,9.921792,0.790772,0.431082,3.000000
40.000000,9.923624,0.824086,0.057407,3.000000
40.050000,9.923624,0.760382,-0.378908,3.000000
40.100000,9.933061,0.588804,-0.703151,3.000000
40.150000,9.949845,0.283646,-0.819744,3.000000
40.200000,9.972636,-0.130745,-0.807557,3.000000
40.250000,9.995360,-0.543905,-0.702075,3.000000
40.300000,10.008091,-0.775379,-0.473275,3.000000
40.350000,10.010872,-0.825951,-0.115053,3.000000
40.400000,10.010872,-0.774669,0.320640,3.000000
40.450000,10.019362,-0.620308,0.671448,3.000000
40.500000,10.035152,-0.333221,0.813314,3.000000
40.550000,10.057314,0.069717,0.814573,3.000000
40.600000,10.080686,0.494662,0.723095,3.000000
40.650000,10.095085,0.756474,0.512956,3.000000
40.700000,10.098912,0.826049,0.171007,3.000000
40.750000,10.098912,0.787058,-0.260753,3.000000
40.800000,10.106495,0.649175,-0.635315,3.000000
40.850000,10.121271,0.380522,-0.804333,3.000000
40.900000,10.142716,-0.009382,-0.819963,3.000000
40.950000,10.166507,-0.441937,-0.741826,3.000000
41.000000,10.182556,-0.733745,-0.550064,3.000000
41.050000,10.187534,-0.824254,-0.225074,3.000000
41.100000,10.187534,-0.797653,0.199884,3.000000
41.150000,10.194255,-0.675446,0.594771,3.000000
41.200000,10.208004,-0.425467,0.792517,3.000000
41.250000,10.228662,-0.049869,0.823722,3.000000
41.300000,10.252650,0.386265,0.758398,3.000000
41.350000,10.270285,0.706917,0.584553,3.000000
41.400000,10.276527,0.820401,0.277098,3.000000
41.450000,10.276527,0.806534,-0.138635,3.000000
41.500000,10.282431,0.699194,-0.549973,3.000000
41.550000,10.295148,0.467978,-0.777553,3.000000
41.600000,10.314962,0.107716,-0.825808,3.000000
41.650000,10.338940,-0.328252,-0.772937,3.000000
41.700000,10.358054,-0.675780,-0.616398,3.000000
41.750000,10.365672,-0.814280,-0.326960,3.000000
41.800000,10.365672,-0.813760,0.077550,3.000000
41.850000,10.370800,-0.720518,0.501212,3.000000
41.900000,10.382489,-0.507986,0.759118,3.000000
41.950000,10.401414,-0.163900,0.826139,3.000000
42.000000,10.425198,0.268537,0.785565,3.000000
42.050000,10.445641,0.640220,0.645603,3.000000
42.100000,10.454739,0.805643,0.374559,3.000000
42.150000,10.454739,0.819360,-0.017102,3.000000
42.200000,10.459129,0.739537,-0.448907,3.000000
42.250000,10.469805,0.545429,-0.736898,3.000000
42.300000,10.487802,0.218220,-0.824597,3.000000
42.350000,10.511231,-0.207760,-0.796385,3.000000
42.400000,10.532817,-0.600239,-0.672205,3.000000
42.450000,10.543485,-0.794209,-0.419811,3.000000
42.500000,10.545087,-0.823331,-0.042308,3.000000
42.550000,10.545087,-0.756379,0.393582,3.000000
42.600000,10.554774,-0.580257,0.710612,3.000000
42.650000,10.571810,-0.270515,0.821020,3.000000
42.700000,10.594747,0.146528,0.805484,3.000000
42.750000,10.617267,0.555975,0.696273,3.000000
42.800000,10.629570,0.779669,0.462640,3.000000
42.850000,10.632098,0.825635,0.100351,3.000000
42.900000,10.632098,0.771174,-0.335835,3.000000
42.950000,10.640828,0.612443,-0.680039,3.000000
43.000000,10.656876,0.320660,-0.815204,3.000000
43.050000,10.679209,-0.085394,-0.812921,3.000000
43.100000,10.702436,-0.507703,-0.717903,3.000000
43.150000,10.716406,-0.761699,-0.502974,3.000000
43.200000,10.719953,-0.826199,-0.156762,3.000000
43.250000,10.719953,-0.784041,0.276303,3.000000
43.300000,10.727766,-0.641987,0.645051,3.000000
43.350000,10.742805,-0.368556,0.806907,3.000000
43.400000,10.764442,0.024840,0.818730,3.000000
43.450000,10.788146,0.455828,0.737212,3.000000
43.500000,10.803775,0.739984,0.540751,3.000000
43.550000,10.808445,0.824906,0.211332,3.000000
43.600000,10.808445,0.795090,-0.215628,3.000000
43.650000,10.815385,0.668922,-0.605634,3.000000
43.700000,10.829399,0.414115,-0.795850,3.000000
43.750000,10.850266,0.034724,-0.822912,3.000000
43.800000,10.874223,-0.400860,-0.754327,3.000000
43.850000,10.891458,-0.714235,-0.575918,3.000000
43.900000,10.897363,-0.821602,-0.263895,3.000000
43.950000,10.897363,-0.804406,0.154423,3.000000
44.000000,10.903474,-0.693311,0.561910,3.000000
44.050000,10.916456,-0.457260,0.781728,3.000000
44.100000,10.936493,-0.092959,0.825434,3.000000
44.150000,10.960492,0.343389,0.769378,3.000000
44.200000,10.979238,0.684224,0.608445,3.000000
44.250000,10.986491,0.816087,0.314324,3.000000
44.300000,10.986491,0.812054,-0.093247,3.000000
44.350000,10.991815,0.715249,-0.514135,3.000000
44.400000,11.003768,0.497920,-0.764218,3.000000
44.450000,11.022926,0.149594,-0.826228,3.000000
44.500000,11.046776,-0.284051,-0.782488,3.000000
44.550000,11.066893,-0.649808,-0.638328,3.000000
44.600000,11.075600,-0.808124,-0.362514,3.000000
44.650000,11.075600,-0.818072,0.032594,3.000000
44.700000,11.080178,-0.734850,0.462697,3.000000
44.750000,11.091113,-0.536029,0.743002,3.000000
44.800000,11.109352,-0.204410,0.825182,3.000000
44.850000,11.132886,0.223488,0.793765,3.000000
44.900000,11.154197,0.610959,0.665596,3.000000
44.950000,11.164454,0.797440,0.408379,3.000000
45.000000,11.165830,0.822465,0.027118,3.000000
45.050000,11.165830,0.752240,-0.408095,3.000000
45.100000,11.175769,0.571535,-0.717788,3.000000
45.150000,11.193055,0.257240,-0.822147,3.000000
45.200000,11.216131,-0.162318,-0.803300,3.000000
45.250000,11.238431,-0.567778,-0.690308,3.000000
45.300000,11.250308,-0.783730,-0.451839,3.000000
45.350000,11.252589,-0.825204,-0.085541,3.000000
45.400000,11.252589,-0.767550,0.350912,3.000000
45.450000,11.261563,-0.604403,0.688336,3.000000
45.500000,11.277867,-0.307950,0.816929,3.000000
45.550000,11.300366,0.101110,0.811161,3.000000
45.600000,11.323432,0.520505,0.712556,3.000000
45.650000,11.336972,0.766675,0.492823,3.000000
45.700000,11.340247,0.826226,0.142395,3.000000
45.750000,11.340247,0.780904,-0.291778,3.000000
45.800000,11.348292,0.634626,-0.654492,3.000000
45.850000,11.363593,0.356434,-0.809297,3.000000
45.900000,11.385417,-0.040364,-0.817388,3.000000
45.950000,11.409020,-0.469513,-0.732451,3.000000
46.000000,11.424224,-0.745954,-0.531264,3.000000
46.050000,11.428595,-0.825425,-0.197456,3.000000
46.100000,11.428595,-0.792411,0.231338,3.000000
46.150000,11.435755,-0.662228,0.616211,3.000000
46.200000,11.450035,-0.402603,0.798980,3.000000
46.250000,11.471106,-0.019490,0.821991,3.000000
46.300000,11.495019,0.415288,0.750119,3.000000
46.350000,11.511848,0.721270,0.567108,3.000000
46.400000,11.517424,0.822656,0.250550,3.000000
46.450000,11.517424,0.802167,-0.170213,3.000000
46.500000,11.523743,0.687265,-0.573577,3.000000
46.550000,11.536992,0.446377,-0.785678,3.000000
46.600000,11.557248,0.078096,-0.824946,3.000000
46.650000,11.581255,-0.358403,-0.765690,3.000000
46.700000,11.599624,-0.692375,-0.600316,3.000000
46.750000,11.606518,-0.817732,-0.301540,3.000000
46.800000,11.606518,-0.810240,0.108980,3.000000
46.850000,11.612041,-0.709824,0.526814,3.000000
46.900000,11.624259,-0.487684,0.769072,3.000000
46.950000,11.643647,-0.135166,0.826194,3.000000
47.000000,11.667553,0.299484,0.779289,3.000000
47.050000,11.687332,0.659102,0.630880,3.000000
47.100000,11.695655,0.810425,0.350316,3.000000
47.150000,11.695655,0.816677,-0.048149,3.000000
47.200000,11.700421,0.730015,-0.476276,3.000000
47.250000,11.711617,0.526456,-0.748841,3.000000
47.300000,11.730096,0.190469,-0.825635,3.000000
47.350000,11.753727,-0.239176,-0.791029,3.000000
47.400000,11.774749,-0.621390,-0.658817,3.000000
47.450000,11.784598,-0.800470,-0.396787,3.000000
47.500000,11.785754,-0.821489,-0.011841,3.000000
47.550000,11.785754,-0.747963,0.422436,3.000000
47.600000,11.795947,-0.562637,0.724682,3.000000
47.650000,11.813482,-0.243825,0.823129,3.000000
47.700000,11.836688,0.178106,0.801006,3.000000
47.750000,11.858754,0.579308,0.684180,3.000000
47.800000,11.870208,0.787570,0.440875,3.000000
47.850000,11.872248,0.824660,0.070626,3.000000
47.900000,11.872248,0.763797,-0.365860,3.000000
47.950000,11.881467,0.596186,-0.696341,3.000000
48.000000,11.898027,0.295092,-0.818495,3.000000
48.050000,11.920684,-0.116857,-0.809293,3.000000
48.100000,11.943575,-0.533059,-0.707053,3.000000
48.150000,11.956685,-0.771408,-0.482503,3.000000
48.200000,11.959694,-0.826132,-0.127908,3.000000
48.250000,11.959694,-0.777643,0.307167,3.000000
48.300000,11.967975,-0.627090,0.663638,3.000000
48.350000,11.983536,-0.344159,0.811509,3.000000
48.400000,12.005542,0.055948,0.815938,3.000000
48.450000,12.029029,0.482983,0.727543,3.000000
48.500000,12.043806,0.751662,0.521605,3.000000
48.550000,12.047885,0.825813,0.183450,3.000000
48.600000,12.047885,0.789617,-0.247002,3.000000
48.650000,12.055268,0.655363,-0.626497,3.000000
48.700000,12.069812,0.390932,-0.801911,3.000000
48.750000,12.091084,0.004173,-0.820961,3.000000
48.800000,12.114938,-0.429539,-0.745772,3.000000
48.850000,12.131355,-0.728025,-0.558122,3.000000
48.900000,12.136610,-0.823567,-0.237065,3.000000
48.950000,12.136610,-0.799816,0.185996,3.000000
49.000000,12.143142,-0.681054,0.584969,3.000000
49.050000,12.156656,-0.435331,0.789408,3.000000
49.100000,12.177127,-0.063131,0.824345,3.000000
49.150000,12.201130,0.373281,0.761871,3.000000
49.200000,12.219112,0.700234,0.592012,3.000000
49.250000,12.225657,0.819219,0.288608,3.000000
49.300000,12.225657,0.808318,-0.124739,3.000000
49.350000,12.231381,0.704242,-0.539241,3.000000
49.400000,12.243864,0.477280,-0.773685,3.000000
49.450000,12.263480,0.120621,-0.826041,3.000000
49.500000,12.287429,-0.314825,-0.775967,3.000000
49.550000,12.306860,-0.668100,-0.623257,3.000000
49.600000,12.314804,-0.812550,-0.337964,3.000000
49.650000,12.314804,-0.815173,0.063760,3.000000
49.700000,12.319762,-0.725032,0.489635,3.000000
49.750000,12.331220,-0.516711,0.754418,3.000000
49.800000,12.349937,-0.176398,0.825959,3.000000
49.850000,12.373654,0.254814,0.788176,3.000000
49.900000,12.394373,0.631531,0.651867,3.000000
49.950000,12.403821,0.803304,0.385037,3.000000
50.000000,12.403821,0.820405,-0.003515,3.000000
50.050000,12.408048,0.743546,-0.436596,3.000000
50.100000,12.418497,0.553564,-0.731298,3.000000
50.150000,12.436278,0.230271,-0.823970,3.000000
50.200000,12.459606,-0.193882,-0.798599,3.000000
50.250000,12.481424,-0.590561,-0.677886,3.000000
50.300000,12.492458,-0.791193,-0.429746,3.000000
50.350000,12.494263,-0.824002,-0.055611,3.000000
50.400000,12.494263,-0.759912,0.380666,3.000000
50.450000,12.503729,-0.587794,0.704056,3.000000
50.500000,12.520543,-0.282088,0.819904,3.000000
50.550000,12.543353,0.132627,0.807316,3.000000
50.600000,12.566053,0.545359,0.701392,3.000000
50.650000,12.578733,0.775903,0.472015,3.000000
50.700000,12.581484,0.825920,0.113305,3.000000
50.750000,12.581484,0.774259,-0.322458,3.000000
50.800000,12.590002,0.619379,-0.672488,3.000000
50.850000,12.605823,0.331731,-0.813548,3.000000
50.900000,12.628005,-0.071584,-0.814381,3.000000
50.950000,12.651361,-0.496229,-0.722484,3.000000
51.000000,12.665709,-0.757110,-0.511774,3.000000
51.050000,12.669502,-0.826073,-0.169315,3.000000
51.100000,12.669502,-0.786705,0.262611,3.000000
51.150000,12.677113,-0.648327,0.636491,3.000000
51.200000,12.691920,-0.379103,0.804650,3.000000
51.250000,12.713388,0.011222,0.819822,3.000000
51.300000,12.737169,0.443604,0.741284,3.000000
51.350000,12.753168,0.734503,0.548962,3.000000
51.400000,12.758109,0.824339,0.223442,3.000000
51.450000,12.758109,0.797353,-0.201763,3.000000
51.500000,12.764857,0.674677,-0.596082,3.000000
51.550000,12.778637,0.424121,-0.792925,3.000000
51.600000,12.799320,0.048068,-0.823632,3.000000
51.650000,12.823305,-0.388014,-0.757919,3.000000
51.700000,12.840893,-0.707805,-0.583532,3.000000
51.750000,12.847094,-0.820552,-0.275531,3.000000
51.800000,12.847094,-0.806286,0.140517,3.000000
51.850000,12.853022,-0.698501,0.551411,3.000000
51.900000,12.865771,-0.466709,0.778062,3.000000
51.950000,12.885612,-0.105962,0.825769,3.000000
52.000000,12.909593,0.330063,0.772520,3.000000
52.050000,12.928664,0.676803,0.615458,3.000000
52.100000,12.936238,0.814504,0.325461,3.000000
52.150000,12.936238,0.813563,-0.079420,3.000000
52.200000,12.941389,0.719898,-0.502766,3.000000
52.250000,12.953110,0.506795,-0.759739,3.000000
52.300000,12.972063,0.162201,-0.826156,3.000000
52.350000,12.995855,-0.270391,-0.785204,3.000000
52.400000,13.016259,-0.641379,-0.644744,3.000000
52.450000,13.025311,-0.805949,-0.373130,3.000000
52.500000,13.025311,-0.819212,0.018946,3.000000
52.550000,13.029723,-0.738986,0.450563,3.000000
52.600000,13.040430,-0.544317,0.737640,3.000000
52.650000,13.058456,-0.216580,0.824674,3.000000
52.700000,13.081897,0.209637,0.796079,3.000000
52.750000,13.103452,0.601532,0.671426,3.000000
52.800000,13.114071,0.794605,0.418456,3.000000
52.850000,13.115645,0.823233,0.040501,3.000000
52.900000,13.115645,0.755893,-0.395322,3.000000
52.950000,13.125362,0.579226,-0.711483,3.000000
53.000000,13.142428,0.268939,-0.821162,3.000000
53.050000,13.165382,-0.148411,-0.805229,3.000000
53.100000,13.187876,-0.557396,-0.695570,3.000000
53.150000,13.200128,-0.780165,-0.461361,3.000000
53.200000,13.202627,-0.825590,-0.098590,3.000000
53.250000,13.202627,-0.770748,0.337640,3.000000
53.300000,13.211386,-0.611494,0.681044,3.000000
53.350000,13.227465,-0.319152,0.815418,3.000000
