condition,noise_sigma_m,delay_ms,trials,latency_enter_s_mean,latency_enter_s_sd,latency_exit_s_mean,latency_exit_s_sd,recovery_time_s_mean,recovery_time_s_sd,false_trigger_rate_per_min_mean,false_trigger_rate_per_min_sd,extra_switches_mean,extra_switches_sd,mean_abs_command_change_mean,mean_abs_command_change_sd,invalid_sample_count_mean,invalid_sample_count_sd
C2,0.0,0,5,0.4228571428571426,0.0,0.41714285714285815,0.0,0.4228571428571426,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0
C2,0.0,100,5,0.5228571428571422,0.0,0.5171428571428578,0.0,0.5228571428571422,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,5.0,0.0
C2,0.0,300,5,0.7228571428571424,0.0,0.7171428571428571,0.0,0.7228571428571424,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,15.0,0.0
C2,0.01,0,5,0.43085714285714244,0.0501996015920447,0.4171428571428574,0.050990195135928326,0.43371428571428544,0.04555328792542112,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0
C2,0.01,100,5,0.4868571428571425,0.043358966777357656,0.5371428571428574,0.019999999999999574,0.5434285714285713,0.014484333549299042,0.0,0.0,0.0,0.0,0.0012,0.0,5.0,0.0
C2,0.01,300,5,0.7028571428571423,0.06480740698407839,0.7131428571428579,0.045607017003965404,0.7525714285714284,0.009169603734789825,0.0,0.0,0.0,0.0,0.0012,0.0,15.0,0.0
C2,0.03,0,5,0.4068571428571424,0.03286335345031002,0.35314285714285737,0.08876936408468858,0.4097142857142854,0.02839948260523219,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0
C2,0.03,100,5,0.42285714285714243,0.11747340124470748,0.4771428571428576,0.09899494936611651,0.4954285714285717,0.08782171178714572,0.0,0.0,0.0,0.0,0.0012,0.0,5.0,0.0
C2,0.03,300,5,0.5988571428571425,0.09316651759081686,0.6051428571428576,0.022803508501982272,0.6405714285714283,0.047612380485648836,0.0,0.0,0.0,0.0,0.0012,0.0,15.0,0.0
