trial_id,condition,seed,time_s,sensor_time_s,sample_age_s,true_distance_m,raw_distance_m,filtered_distance_m,expected_state,state,command,valid,event_label,invalid_reason,noise_sigma_m,delay_ms
C0_n0.01_d000_r03,C0,202605,0.0,0.0,0.0,0.6,0.604066322408629,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.02,0.02,0.0,0.6,0.5988061373212117,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.04,0.04,0.0,0.6,0.5842154263815208,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.06,0.06,0.0,0.6,0.5898682825303393,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.08,0.08,0.0,0.6,0.5939702619470973,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.1,0.1,0.0,0.6,0.6160770328610181,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.12,0.12,0.0,0.6,0.5959032799217147,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.14,0.14,0.0,0.6,0.600841921555736,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.16,0.16,0.0,0.6,0.6047075777234796,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.18,0.18,0.0,0.6,0.6081240716596913,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.2,0.2,0.0,0.6,0.6024020400100195,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.22,0.22,0.0,0.6,0.5814918228592122,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.24,0.24,0.0,0.6,0.6106712927702596,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.26,0.26,0.0,0.6,0.5920982120489097,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.28,0.28,0.0,0.6,0.5981888631081693,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.3,0.3,0.0,0.6,0.5971557617017094,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.32,0.32,0.0,0.6,0.6066249258963616,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.34,0.34,0.0,0.6,0.5926034390309387,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.36,0.36,0.0,0.6,0.5944083556013627,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.38,0.38,0.0,0.6,0.6008442155775178,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.4,0.4,0.0,0.6,0.5831230884335974,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.42,0.42,0.0,0.6,0.603403484419654,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.44,0.44,0.0,0.6,0.6017278028895925,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.46,0.46,0.0,0.6,0.5988986772763015,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.48,0.48,0.0,0.6,0.6135194675879392,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.5,0.5,0.0,0.6,0.6131514365436121,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.52,0.52,0.0,0.6,0.6072799736045934,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.54,0.54,0.0,0.6,0.604535533496038,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.56,0.56,0.0,0.6,0.5914414657387197,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.58,0.58,0.0,0.6,0.599906044925709,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.6,0.6,0.0,0.6,0.6133004746907975,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.62,0.62,0.0,0.6,0.6134241420136451,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.64,0.64,0.0,0.6,0.5998569242249673,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.66,0.66,0.0,0.6,0.6017651653738424,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.68,0.68,0.0,0.6,0.5948266611979135,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.7,0.7,0.0,0.6,0.5913994279419958,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.72,0.72,0.0,0.6,0.6113511080426395,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.74,0.74,0.0,0.6,0.6119403536713137,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.76,0.76,0.0,0.6,0.6110117140511162,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.78,0.78,0.0,0.6,0.6136010245278322,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.8,0.8,0.0,0.6,0.5849948004007867,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.82,0.82,0.0,0.6,0.6158310967034301,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.84,0.84,0.0,0.6,0.6238920238216693,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.86,0.86,0.0,0.6,0.5885000454120103,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.88,0.88,0.0,0.6,0.6283060333585777,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.9,0.9,0.0,0.6,0.5958678459433013,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.92,0.92,0.0,0.6,0.5953162574922344,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.94,0.94,0.0,0.6,0.6022433721190189,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.96,0.96,0.0,0.6,0.6155111987151249,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,0.98,0.98,0.0,0.6,0.5936072837204357,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.0,1.0,0.0,0.6,0.6064115226233663,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.02,1.02,0.0,0.6,0.6066332078196258,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.04,1.04,0.0,0.6,0.5861687006227067,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.06,1.06,0.0,0.6,0.5766921751830216,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.08,1.08,0.0,0.6,0.6205789948839181,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.1,1.1,0.0,0.6,0.5855434645590802,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.12,1.12,0.0,0.6,0.5973542129189731,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.14,1.14,0.0,0.6,0.6057423844217397,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.16,1.16,0.0,0.6,0.5906389000251467,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.18,1.18,0.0,0.6,0.5937951020991507,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.2,1.2,0.0,0.6,0.5865136222692418,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.22,1.22,0.0,0.6,0.5989192170818622,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.24,1.24,0.0,0.6,0.5947379498618407,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.26,1.26,0.0,0.6,0.5967074245762811,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.28,1.28,0.0,0.6,0.5933343251061989,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.3,1.3,0.0,0.6,0.5873364575510658,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.32,1.32,0.0,0.6,0.6073889331555274,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.34,1.34,0.0,0.6,0.6179687905697673,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.36,1.36,0.0,0.6,0.5952281370527437,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.38,1.38,0.0,0.6,0.5947467973581041,,FAR,FAR,0.0,1,,,0.01,0
C0_n0.01_d000_r03,C0,202605,1.4,1.4,0.0,0.6,0.5939062320862094,,FAR,FAR,0.0,1,,,0.01,0
