trial_id,condition,seed,time_s,sensor_time_s,sample_age_s,true_distance_m,raw_distance_m,filtered_distance_m,expected_state,state,command,valid,event_label,invalid_reason,noise_sigma_m,delay_ms
C2_n0.01_d000_r01,C2,202613,0.0,0.0,0.0,0.6,0.611489208191507,0.611489208191507,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.02,0.02,0.0,0.6,0.5979992333315094,0.6081167144765076,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.04,0.04,0.0,0.6,0.6051720890212967,0.6073805581127049,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.06,0.06,0.0,0.6,0.602520990137878,0.6061656661189981,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.08,0.08,0.0,0.6,0.6037718523629666,0.6055672126799903,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.1,0.1,0.0,0.6,0.6132430293994918,0.6074861668598657,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.12,0.12,0.0,0.6,0.5961878847283795,0.6046615963269941,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.14,0.14,0.0,0.6,0.587610633720194,0.600398855675294,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.16,0.16,0.0,0.6,0.6046854780434018,0.601470511267321,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.18,0.18,0.0,0.6,0.5876862902679796,0.5980244560174857,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.2,0.2,0.0,0.6,0.6103208318374624,0.6010985499724799,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.22,0.22,0.0,0.6,0.5986806769802772,0.6004940817244292,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.24,0.24,0.0,0.6,0.599327669213489,0.6002024785966942,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.26,0.26,0.0,0.6,0.6032557386899979,0.6009657936200201,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.28,0.28,0.0,0.6,0.6014332745044151,0.6010826638411189,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.3,0.3,0.0,0.6,0.5901184913127314,0.598341620709022,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.32,0.32,0.0,0.6,0.613030744815893,0.6020139017357398,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.34,0.34,0.0,0.6,0.5879818626891254,0.5985058919740862,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.36,0.36,0.0,0.6,0.5987124556974733,0.598557532904933,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.38,0.38,0.0,0.6,0.5765960776684532,0.593067169095813,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.4,0.4,0.0,0.6,0.6051846033695174,0.5960965276642392,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.42,0.42,0.0,0.6,0.5914464646489007,0.5949340119104045,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.44,0.44,0.0,0.6,0.5872108120678864,0.593003211949775,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.46,0.46,0.0,0.6,0.6107335508542718,0.5974357966758992,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.48,0.48,0.0,0.6,0.5887891807798038,0.5952741427018753,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.5,0.5,0.0,0.6,0.6006465469163531,0.5966172437554947,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.52,0.52,0.0,0.6,0.593527468393636,0.59584479991503,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.54,0.54,0.0,0.6,0.5891840429973427,0.5941796106856082,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.56,0.56,0.0,0.6,0.5894119988563604,0.5929877077282962,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.58,0.58,0.0,0.6,0.5998692559766564,0.5947080947903862,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.6,0.6,0.0,0.6,0.6022706031247933,0.596598721873988,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.62,0.62,0.0,0.6,0.5792020407558048,0.5922495515944423,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.64,0.64,0.0,0.6,0.6069739574497243,0.5959306530582628,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.66,0.66,0.0,0.6,0.590044859220505,0.5944592045988233,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.68,0.68,0.0,0.6,0.6079426581980772,0.5978300679986368,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.7,0.7,0.0,0.6,0.6249991247561341,0.6046223321880111,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.72,0.72,0.0,0.6,0.602727785803697,0.6041486955919326,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.74,0.74,0.0,0.6,0.6020847505503427,0.6036327093315351,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.76,0.76,0.0,0.6,0.6010313937006293,0.6029823804238087,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.78,0.78,0.0,0.6,0.6205452749401643,0.6073731040528976,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.8,0.8,0.0,0.6,0.5838763239854076,0.6014989090360251,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.82,0.82,0.0,0.6,0.5963856683999627,0.6002205988770095,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.84,0.84,0.0,0.6,0.6137707805245646,0.6036081442888983,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.86,0.86,0.0,0.6,0.5902395973753898,0.6002660075605212,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.88,0.88,0.0,0.6,0.5862967544473231,0.5967736942822217,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.9,0.9,0.0,0.6,0.5928515262618096,0.5957931522771187,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.92,0.92,0.0,0.6,0.6201676278896776,0.6018867711802585,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.94,0.94,0.0,0.6,0.6075124769803089,0.6032931976302711,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.96,0.96,0.0,0.6,0.6123083163565475,0.6055469773118403,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,0.98,0.98,0.0,0.6,0.5842457640545389,0.6002216739975149,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.0,1.0,0.0,0.6,0.587528091767008,0.5970482784398882,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.02,1.02,0.0,0.6,0.6000258612911946,0.5977926741527149,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.04,1.04,0.0,0.6,0.6041073027425824,0.5993713313001817,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.06,1.06,0.0,0.6,0.5983446125937092,0.5991146516235636,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.08,1.08,0.0,0.6,0.6107523044742869,0.6020240648362444,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.1,1.1,0.0,0.6,0.5948539963826109,0.6002315477228359,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.12,1.12,0.0,0.6,0.6001938060711093,0.6002221123099043,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.14,1.14,0.0,0.6,0.6037191478786934,0.6010963712021016,FAR,FAR,0.0,1,,,0.01,0
C2_n0.01_d000_r01,C2,202613,1.16,1.16,0.0,0.6,0.5822849665333396,0.5963935200349111,FAR,FAR,0.0,1,,,0.01,0
