trial_id,condition,seed,time_s,sensor_time_s,sample_age_s,true_distance_m,raw_distance_m,filtered_distance_m,expected_state,state,command,valid,event_label,invalid_reason,noise_sigma_m,delay_ms
C2_n0.00_d000_r03,C2,202605,0.0,0.0,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.02,0.02,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.04,0.04,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.06,0.06,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.08,0.08,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.1,0.1,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.12,0.12,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.14,0.14,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.16,0.16,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.18,0.18,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.2,0.2,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.22,0.22,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.24,0.24,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.26,0.26,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.28,0.28,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.3,0.3,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.32,0.32,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.34,0.34,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.36,0.36,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.38,0.38,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.4,0.4,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.42,0.42,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.44,0.44,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.46,0.46,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.48,0.48,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.5,0.5,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.52,0.52,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.54,0.54,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.56,0.56,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
C2_n0.00_d000_r03,C2,202605,0.58,0.58,0.0,0.6,0.6,0.6,FAR,FAR,0.0,1,,,0.0,0
